Price,Qty_,Sub_Total,Discount,Tax,Final_Total,Non_Taxable,CGST_Rate,CGST_Amount,SGST_Rate,SGST_Amount,VAT_Rate,VAT_Amount,Service_Charge_Rate,Service_Charge_Amount,Payment_Type,Order_Type,Status,Covers,modification_delta,Severity_Label,expected_total,total_diff,Anomaly_Type,timestamp
1255,1.0,1255.0,0.0,0.0,1255.0,1255.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,20,0.0,2,,,Missing Data,2025-02-26
675,1.0,675.0,0.0,67.6,742.6,0.0,2.5,16.9,2.5,16.9,10,0.0,5,33.8,CARD,Dine In,Success,9,0.0,2,,,Duplication,2025-03-11
450,3.0,1350.0,0.0,135.1,1485.1,0.0,2.5,33.8,2.5,33.8,10,0.0,5,67.5,Other [ZOMATO PAY],Dine In,Success,2,0.0,2,,,Duplication,2025-03-04
795,1.0,795.0,0.0,79.6,874.6,0.0,2.5,19.9,2.5,19.9,10,0.0,5,39.8,Cash,Dine In,Success,8,2985.0,2,,,Unusual Access,2025-04-17
495,2.0,990.0,0.0,99.1,1089.1,0.0,2.5,24.8,2.5,24.8,10,0.0,5,49.5,CARD,Dine In,Success,8,0.0,2,,,Unusual Access,2025-04-22
795,2.0,1590.0,0.0,79.6,1669.6,0.0,2.5,39.8,2.5,39.8,10,0.0,5,0.0,CARD,Dine In,Success,13,-683.0,0,,,Duplication,2025-02-22
2000,2.0,4000.0,0.0,400.0,4400.0,0.0,2.5,100.0,2.5,100.0,10,0.0,5,200.0,CARD,Dine In,Success,12,0.0,2,,,Duplication,2025-03-11
2095,1.0,2095.0,0.0,0.0,2095.0,2095.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,4,0.0,2,,,Suspicious Content,2025-03-12
375,3.0,1125.0,0.0,112.5,1237.5,0.0,2.5,0.0,2.5,0.0,10,112.5,5,0.0,CARD,Dine In,Success,0,-340.0,0,,,Missing Data,2025-01-24
1498,35.0,52430.0,0.0,5243.1,57673.1,0.0,2.5,1310.8,2.5,1310.8,10,0.0,5,2621.5,Other [Paytm],Dine In,Success,35,0.0,2,,,Missing Data,2025-04-19
675,2.0,1350.0,0.0,67.6,1417.6,0.0,2.5,33.8,2.5,33.8,10,0.0,5,0.0,Cash,Pick Up,Complimentary,0,0.0,0,,,Suspicious Content,2025-02-26
525,1.0,525.0,0.0,26.2,551.2,0.0,2.5,13.1,2.5,13.1,10,0.0,5,0.0,Other [Paytm],Dine In,Success,4,-295.0,0,,,Unusual Access,2025-02-04
225,3.0,675.0,0.0,0.0,675.0,675.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,4,0.0,2,,,Duplication,2025-02-01
750,2.0,1500.0,0.0,225.0,1725.0,0.0,2.5,0.0,2.5,0.0,10,150.0,5,75.0,Other [Paytm],Dine In,Success,22,0.0,2,,,Modification,2025-04-25
600,1.0,600.0,0.0,60.0,660.0,0.0,2.5,0.0,2.5,0.0,10,60.0,5,0.0,CARD,Dine In,Success,0,-69.0,0,,,Missing Data,2025-01-21
365,3.0,1095.0,0.0,54.8,1149.8,0.0,2.5,27.4,2.5,27.4,10,0.0,5,0.0,Other [Paytm],Dine In,Success,7,-515.0,0,,,Modification,2025-01-09
675,1.0,675.0,0.0,67.6,742.6,0.0,2.5,16.9,2.5,16.9,10,0.0,5,33.8,Part Payment,Dine In,Success,10,0.0,2,,,Duplication,2025-03-13
225,10.0,2250.0,0.0,225.1,2475.1,0.0,2.5,56.3,2.5,56.3,10,0.0,5,112.5,Cash,Dine In,Complimentary,35,0.0,2,,,Modification,2025-01-01
185,3.0,555.0,0.0,55.6,610.6,0.0,2.5,13.9,2.5,13.9,10,0.0,5,27.8,Other [Paytm],Dine In,Success,8,0.0,2,,,Suspicious Content,2025-04-13
725,4.0,2900.0,0.0,290.0,3190.0,0.0,2.5,72.5,2.5,72.5,10,0.0,5,145.0,CARD,Dine In,Success,30,0.0,2,,,Missing Data,2025-01-15
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,CARD,Dine In,Success,2,-91.0,0,,,Duplication,2025-02-18
1255,2.0,2510.0,0.0,251.1,2761.1,0.0,2.5,62.8,2.5,62.8,10,0.0,5,125.5,Part Payment,Dine In,Success,25,0.0,2,,,Missing Data,2025-02-01
1900,1.0,1900.0,0.0,285.0,2185.0,0.0,2.5,0.0,2.5,0.0,10,190.0,5,95.0,Cash,Dine In,Success,0,0.0,2,,,Duplication,2025-01-25
725,2.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Other [Paytm],Dine In,Success,11,0.0,2,,,Modification,2025-01-23
225,6.0,1350.0,0.0,0.0,1350.0,1350.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Online,Delivery(Parcel),Success,0,0.0,2,,,Unusual Access,2025-04-11
845,1.0,845.0,0.0,84.5,929.5,0.0,2.5,21.1,2.5,21.1,10,0.0,5,42.3,Other [Paytm],Dine In,Success,2,0.0,2,,,Duplication,2025-02-09
185,4.0,740.0,0.0,74.0,814.0,0.0,2.5,18.5,2.5,18.5,10,0.0,5,37.0,Cash,Dine In,Success,15,0.0,2,,,Modification,2025-04-01
195,4.0,780.0,0.0,78.0,858.0,0.0,2.5,19.5,2.5,19.5,10,0.0,5,39.0,Cash,Dine In,Success,30,0.0,2,,,Modification,2025-04-28
765,2.0,1530.0,0.0,76.6,1606.6,0.0,2.5,38.3,2.5,38.3,10,0.0,5,0.0,Other [Paytm],Pick Up,Success,0,0.0,0,,,Missing Data,2025-01-24
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Cash,Dine In,Success,2,-143.0,0,,,Modification,2025-01-19
2250,1.0,2250.0,0.0,225.1,2475.1,0.0,2.5,56.3,2.5,56.3,10,0.0,5,112.5,CARD,Dine In,Success,30,0.0,2,,,Unusual Access,2025-02-16
525,1.0,525.0,0.0,0.0,525.0,525.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,5,0.0,2,,,Unusual Access,2025-01-18
795,2.0,1590.0,0.0,159.1,1749.1,0.0,2.5,39.8,2.5,39.8,10,0.0,5,79.5,Cash,Dine In,Success,22,0.0,2,,,Suspicious Content,2025-02-03
725,2.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Due Payment,Dine In,Success,7,0.0,2,,,Modification,2025-02-20
625,2.0,1250.0,0.0,125.1,1375.1,0.0,2.5,31.3,2.5,31.3,10,0.0,5,62.5,Cash,Dine In,Complimentary,22,0.0,2,,,Suspicious Content,2025-05-01
450,3.0,1350.0,0.0,135.1,1485.1,0.0,2.5,33.8,2.5,33.8,10,0.0,5,67.5,Other [ZOMATO PAY],Dine In,Success,3,0.0,2,,,Duplication,2025-01-08
795,2.0,1590.0,0.0,159.1,1749.1,0.0,2.5,39.8,2.5,39.8,10,0.0,5,79.5,Cash,Dine In,Complimentary,40,0.0,2,,,Suspicious Content,2025-04-29
795,2.0,1590.0,0.0,159.1,1749.1,0.0,2.5,39.8,2.5,39.8,10,0.0,5,79.5,Cash,Dine In,Success,5,0.0,2,,,Unusual Access,2025-01-06
365,2.0,730.0,0.0,0.0,730.0,730.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,20,0.0,2,,,Modification,2025-03-28
70,8.0,560.0,0.0,28.0,588.0,0.0,2.5,14.0,2.5,14.0,10,0.0,5,0.0,Cash,Delivery(Parcel),Success,0,0.0,0,,,Missing Data,2025-01-21
545,1.0,545.0,0.0,81.8,626.8,0.0,2.5,0.0,2.5,0.0,10,54.5,5,27.3,Cash,Dine In,Success,0,0.0,2,,,Suspicious Content,2025-01-20
765,1.0,765.0,0.0,38.2,803.2,0.0,2.5,19.1,2.5,19.1,10,0.0,5,0.0,Other [Paytm],Dine In,Success,5,0.0,0,,,Modification,2025-02-23
1450,1.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Cash,Dine In,Complimentary,5,0.0,2,,,Modification,2025-04-05
1175,1.0,1175.0,0.0,117.6,1292.6,0.0,2.5,29.4,2.5,29.4,10,0.0,5,58.8,CARD,Dine In,Success,6,0.0,2,,,Suspicious Content,2025-01-14
795,2.0,1590.0,0.0,79.6,1669.6,0.0,2.5,39.8,2.5,39.8,10,0.0,5,0.0,Cash,Dine In,Success,10,-595.0,0,,,Modification,2025-01-13
330,3.0,990.0,0.0,148.5,1138.5,0.0,2.5,0.0,2.5,0.0,10,99.0,5,49.5,Other [Paytm],Dine In,Success,0,0.0,2,,,Missing Data,2025-01-13
450,8.0,3600.0,0.0,360.0,3960.0,0.0,2.5,90.0,2.5,90.0,10,0.0,5,180.0,Cash,Dine In,Success,12,0.0,2,,,Modification,2025-02-09
375,2.0,750.0,0.0,112.5,862.5,0.0,2.5,0.0,2.5,0.0,10,75.0,5,37.5,CARD,Dine In,Success,2,0.0,2,,,Missing Data,2025-04-10
525,1.0,525.0,0.0,52.5,577.5,0.0,2.5,13.1,2.5,13.1,10,0.0,5,26.3,Cash,Dine In,Complimentary,0,0.0,2,,,Modification,2025-01-17
1255,1.0,1255.0,0.0,125.6,1380.6,0.0,2.5,31.4,2.5,31.4,10,0.0,5,62.8,Other [AMEX],Dine In,Success,10,0.0,2,,,Modification,2025-02-24
130,4.0,520.0,0.0,52.0,572.0,0.0,2.5,13.0,2.5,13.0,10,0.0,5,26.0,Cash,Dine In,Complimentary,22,0.0,2,,,Suspicious Content,2025-03-16
185,14.0,2590.0,0.0,0.0,2590.0,2590.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,15,0.0,2,,,Unusual Access,2025-04-29
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Cash,Dine In,Success,0,-456.0,0,,,Missing Data,2025-04-16
325,2.0,650.0,0.0,65.1,715.1,0.0,2.5,16.3,2.5,16.3,10,0.0,5,32.5,Cash,Dine In,Success,0,0.0,2,,,Modification,2025-04-18
775,1.0,775.0,0.0,38.8,813.8,0.0,2.5,19.4,2.5,19.4,10,0.0,5,0.0,Other [Paytm],Pick Up,Success,0,0.0,0,,,Missing Data,2025-04-11
325,3.0,975.0,0.0,146.3,1121.3,0.0,2.5,0.0,2.5,0.0,10,97.5,5,48.8,CARD,Dine In,Success,0,0.0,2,,,Suspicious Content,2025-01-22
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Other [AMEX],Dine In,Success,6,-368.0,0,,,Duplication,2025-01-02
450,6.0,2700.0,0.0,270.0,2970.0,0.0,2.5,67.5,2.5,67.5,10,0.0,5,135.0,Other [Paytm],Dine In,Success,3,0.0,2,,,Missing Data,2025-01-24
395,2.0,790.0,0.0,39.6,829.6,0.0,2.5,19.8,2.5,19.8,10,0.0,5,0.0,Cash,Dine In,Success,16,-1709.0,0,,,Missing Data,2025-03-31
3600,1.0,3600.0,0.0,360.0,3960.0,0.0,2.5,90.0,2.5,90.0,10,0.0,5,180.0,Cash,Dine In,Success,4,0.0,2,,,Modification,2025-04-09
325,2.0,650.0,0.0,65.1,715.1,0.0,2.5,16.3,2.5,16.3,10,0.0,5,32.5,Cash,Dine In,Success,25,0.0,2,,,Duplication,2025-02-18
645,4.0,2580.0,0.0,387.0,2967.0,0.0,2.5,0.0,2.5,0.0,10,258.0,5,129.0,Cash,Dine In,Success,3,0.0,2,,,Duplication,2025-02-05
900,1.0,900.0,0.0,135.0,1035.0,0.0,2.5,0.0,2.5,0.0,10,90.0,5,45.0,Part Payment,Dine In,Success,0,0.0,2,,,Unusual Access,2025-02-07
300,3.0,900.0,0.0,90.0,990.0,0.0,2.5,22.5,2.5,22.5,10,0.0,5,45.0,CARD,Dine In,Success,20,0.0,2,,,Modification,2025-04-04
135,4.0,540.0,0.0,0.0,540.0,540.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,20,0.0,2,,,Duplication,2025-01-14
150,4.0,600.0,0.0,60.0,660.0,0.0,2.5,15.0,2.5,15.0,10,0.0,5,30.0,Other [Paytm],Dine In,Success,9,0.0,2,,,Missing Data,2025-04-24
135,4.0,540.0,0.0,54.0,594.0,0.0,2.5,13.5,2.5,13.5,10,0.0,5,27.0,Cash,Dine In,Complimentary,4,0.0,2,,,Missing Data,2025-04-02
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Other [AMEX],Pick Up,Success,0,0.0,0,,,Unusual Access,2025-01-24
415,4.0,1660.0,0.0,166.0,1826.0,0.0,2.5,41.5,2.5,41.5,10,0.0,5,83.0,Cash,Dine In,Success,17,0.0,2,,,Unusual Access,2025-03-02
795,2.0,1590.0,0.0,79.6,1669.6,0.0,2.5,39.8,2.5,39.8,10,0.0,5,0.0,Cash,Dine In,Success,8,-567.0,0,,,Modification,2025-03-12
795,2.0,1590.0,0.0,159.1,1749.1,0.0,2.5,39.8,2.5,39.8,10,0.0,5,79.5,Other [AMEX],Dine In,Success,15,0.0,2,,,Unusual Access,2025-03-31
375,4.0,1500.0,0.0,225.0,1725.0,0.0,2.5,0.0,2.5,0.0,10,150.0,5,75.0,Other [Paytm],Dine In,Success,0,0.0,2,,,Duplication,2025-04-19
495,2.0,990.0,0.0,99.1,1089.1,0.0,2.5,24.8,2.5,24.8,10,0.0,5,49.5,Other [Paytm],Dine In,Success,8,0.0,2,,,Suspicious Content,2025-04-02
90,6.0,540.0,0.0,54.0,594.0,0.0,2.5,13.5,2.5,13.5,10,0.0,5,27.0,Cash,Dine In,Success,18,0.0,2,,,Unusual Access,2025-01-09
185,3.0,555.0,0.0,55.6,610.6,0.0,2.5,13.9,2.5,13.9,10,0.0,5,27.8,Other [Paytm],Dine In,Success,20,0.0,2,,,Modification,2025-04-22
450,4.0,1800.0,0.0,270.0,2070.0,0.0,2.5,0.0,2.5,0.0,10,180.0,5,90.0,CARD,Dine In,Success,0,0.0,2,,,Modification,2025-01-02
775,1.0,775.0,0.0,38.8,813.8,0.0,2.5,19.4,2.5,19.4,10,0.0,5,0.0,Cash,Dine In,Success,4,-252.0,0,,,Missing Data,2025-04-09
1450,1.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Cash,Dine In,Complimentary,0,0.0,2,,,Unusual Access,2025-03-10
295,3.0,885.0,0.0,88.5,973.5,0.0,2.5,22.1,2.5,22.1,10,0.0,5,44.3,Other [Paytm],Dine In,Success,7,0.0,2,,,Duplication,2025-03-04
950,3.0,2850.0,0.0,427.5,3277.5,0.0,2.5,0.0,2.5,0.0,10,285.0,5,142.5,CARD,Dine In,Success,2,0.0,2,,,Duplication,2025-03-28
3200,1.0,3200.0,0.0,320.0,3520.0,0.0,2.5,80.0,2.5,80.0,10,0.0,5,160.0,Other [AMEX],Dine In,Success,3,0.0,2,,,Missing Data,2025-03-08
675,2.0,1350.0,0.0,202.5,1552.5,0.0,2.5,0.0,2.5,0.0,10,135.0,5,67.5,CARD,Dine In,Success,0,0.0,2,,,Suspicious Content,2025-01-10
525,4.0,2100.0,0.0,0.0,2100.0,2100.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,35,0.0,2,,,Unusual Access,2025-03-10
765,2.0,1530.0,0.0,156.9,1686.9,0.0,2.5,40.2,2.5,40.2,10,0.0,5,76.5,CARD,Dine In,Success,0,0.0,2,,,Suspicious Content,2025-04-28
765,1.0,765.0,0.0,0.0,765.0,765.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,5,0.0,2,,,Modification,2025-02-05
365,2.0,730.0,0.0,73.1,803.1,0.0,2.5,18.3,2.5,18.3,10,0.0,5,36.5,Other [AMEX],Dine In,Success,3,0.0,2,,,Missing Data,2025-04-02
750,2.0,1500.0,0.0,150.0,1650.0,0.0,2.5,0.0,2.5,0.0,10,150.0,5,0.0,Cash,Dine In,Success,0,-958.0,0,,,Modification,2025-03-24
525,2.0,1050.0,0.0,52.6,1102.6,0.0,2.5,26.3,2.5,26.3,10,0.0,5,0.0,Cash,Dine In,Success,13,-611.0,0,,,Suspicious Content,2025-02-22
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Other [Paytm],Dine In,Success,4,0.0,0,,,Unusual Access,2025-03-23
2250,1.0,2250.0,0.0,225.1,2475.1,0.0,2.5,56.3,2.5,56.3,10,0.0,5,112.5,Other [AMEX],Dine In,Success,6,0.0,2,,,Suspicious Content,2025-03-10
295,10.0,2950.0,0.0,295.1,3245.1,0.0,2.5,73.8,2.5,73.8,10,0.0,5,147.5,Cash,Dine In,Complimentary,25,0.0,2,,,Missing Data,2025-03-04
725,1.0,725.0,0.0,72.5,797.5,0.0,2.5,18.1,2.5,18.1,10,0.0,5,36.3,Other [AMEX],Dine In,Success,16,0.0,2,,,Suspicious Content,2025-04-01
1050,1.0,1050.0,0.0,157.5,1207.5,0.0,2.5,0.0,2.5,0.0,10,105.0,5,52.5,Part Payment,Dine In,Success,6,0.0,2,,,Suspicious Content,2025-01-28
315,4.0,1260.0,0.0,189.0,1449.0,0.0,2.5,0.0,2.5,0.0,10,126.0,5,63.0,Other [Paytm],Dine In,Success,2,0.0,2,,,Suspicious Content,2025-02-17
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Other [Paytm],Dine In,Success,5,-229.0,0,,,Duplication,2025-03-12
765,2.0,1530.0,0.0,153.1,1683.1,0.0,2.5,38.3,2.5,38.3,10,0.0,5,76.5,Cash,Dine In,Success,12,0.0,2,,,Modification,2025-02-15
225,4.0,900.0,0.0,90.0,990.0,0.0,2.5,22.5,2.5,22.5,10,0.0,5,45.0,Part Payment,Dine In,Success,4,0.0,2,,,Duplication,2025-04-15
765,1.0,765.0,0.0,76.5,841.5,0.0,2.5,19.1,2.5,19.1,10,0.0,5,38.3,CARD,Dine In,Success,24,0.0,2,,,Duplication,2025-02-11
525,1.0,525.0,0.0,78.8,603.8,0.0,2.5,0.0,2.5,0.0,10,52.5,5,26.3,CARD,Dine In,Success,4,0.0,2,,,Modification,2025-03-25
525,1.0,525.0,0.0,26.2,551.2,0.0,2.5,13.1,2.5,13.1,10,0.0,5,0.0,Other [ZOMATO PAY],Dine In,Success,3,-149.0,0,,,Modification,2025-03-23
1450,1.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Other [Paytm],Dine In,Success,8,0.0,2,,,Suspicious Content,2025-04-18
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Other [Paytm],Dine In,Success,9,-377.0,0,,,Modification,2025-05-01
175,3.0,525.0,0.0,52.5,577.5,0.0,2.5,13.1,2.5,13.1,10,0.0,5,26.3,Other [Paytm],Dine In,Success,12,0.0,2,,,Modification,2025-02-19
1450,1.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,CARD,Dine In,Success,11,0.0,2,,,Unusual Access,2025-03-18
595,1.0,595.0,0.0,89.3,684.3,0.0,2.5,0.0,2.5,0.0,10,59.5,5,29.8,CARD,Dine In,Success,35,0.0,2,,,Unusual Access,2025-01-11
855,3.0,2565.0,0.0,128.2,2693.2,0.0,2.5,64.1,2.5,64.1,10,0.0,5,0.0,Cash,Pick Up,Success,0,0.0,0,,,Suspicious Content,2025-03-11
1255,1.0,1255.0,0.0,125.6,1380.6,0.0,2.5,31.4,2.5,31.4,10,0.0,5,62.8,Cash,Dine In,Success,18,0.0,2,,,Duplication,2025-03-24
695,8.0,5560.0,0.0,834.0,6394.0,0.0,2.5,0.0,2.5,0.0,10,556.0,5,278.0,Other [Paytm],Dine In,Success,0,0.0,2,,,Suspicious Content,2025-03-19
260,3.0,780.0,0.0,78.0,858.0,0.0,2.5,19.5,2.5,19.5,10,0.0,5,39.0,CARD,Dine In,Success,10,0.0,2,,,Unusual Access,2025-03-28
350,2.0,700.0,0.0,105.0,805.0,0.0,2.5,0.0,2.5,0.0,10,70.0,5,35.0,Other [Paytm],Dine In,Success,0,0.0,2,,,Duplication,2025-01-05
225,3.0,675.0,0.0,67.6,742.6,0.0,2.5,16.9,2.5,16.9,10,0.0,5,33.8,Cash,Dine In,Complimentary,3,0.0,2,,,Suspicious Content,2025-03-10
125,5.0,625.0,0.0,0.0,625.0,625.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Online,Delivery(Parcel),Success,0,0.0,2,,,Unusual Access,2025-01-13
1375,2.0,2750.0,0.0,412.5,3162.5,0.0,2.5,0.0,2.5,0.0,10,275.0,5,137.5,Cash,Dine In,Success,1,0.0,2,,,Modification,2025-02-18
525,1.0,525.0,0.0,52.5,577.5,0.0,2.5,13.1,2.5,13.1,10,0.0,5,26.3,Cash,Dine In,Success,18,0.0,2,,,Missing Data,2025-03-19
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,CARD,Dine In,Success,8,-807.0,0,,,Duplication,2025-02-07
525,2.0,1050.0,0.0,105.1,1155.1,0.0,2.5,26.3,2.5,26.3,10,0.0,5,52.5,Other [ZOMATO PAY],Dine In,Success,10,0.0,2,,,Suspicious Content,2025-02-06
765,1.0,765.0,0.0,38.2,803.2,0.0,2.5,19.1,2.5,19.1,10,0.0,5,0.0,Cash,Delivery(Parcel),Success,0,803.0,0,,,Suspicious Content,2025-01-17
725,2.0,1450.0,0.0,217.5,1667.5,0.0,2.5,0.0,2.5,0.0,10,145.0,5,72.5,Cash,Dine In,Success,0,0.0,2,,,Modification,2025-03-13
345,2.0,690.0,0.0,103.5,793.5,0.0,2.5,0.0,2.5,0.0,10,69.0,5,34.5,Other [ZOMATO PAY],Dine In,Success,6,0.0,2,,,Suspicious Content,2025-04-14
1255,1.0,1255.0,0.0,125.6,1380.6,0.0,2.5,31.4,2.5,31.4,10,0.0,5,62.8,Part Payment,Dine In,Success,1,330.0,2,,,Missing Data,2025-03-14
695,2.0,1390.0,0.0,208.5,1598.5,0.0,2.5,0.0,2.5,0.0,10,139.0,5,69.5,Cash,Dine In,Success,4,0.0,2,,,Missing Data,2025-03-22
275,2.0,550.0,0.0,82.5,632.5,0.0,2.5,0.0,2.5,0.0,10,55.0,5,27.5,Part Payment,Dine In,Success,5,0.0,2,,,Unusual Access,2025-01-06
795,1.0,795.0,0.0,0.0,795.0,795.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,18,0.0,2,,,Duplication,2025-04-23
495,1.5,742.5,0.0,74.3,816.8,0.0,2.5,18.6,2.5,18.6,10,0.0,5,37.1,Cash,Dine In,Complimentary,0,0.0,2,,,Duplication,2025-01-21
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,CARD,Dine In,Success,0,-201.0,0,,,Modification,2025-03-21
365,4.0,1460.0,0.0,146.0,1606.0,0.0,2.5,36.5,2.5,36.5,10,0.0,5,73.0,CARD,Dine In,Success,4,0.0,2,,,Unusual Access,2025-02-10
765,1.0,765.0,0.0,76.5,841.5,0.0,2.5,19.1,2.5,19.1,10,0.0,5,38.3,Part Payment,Dine In,Success,20,0.0,2,,,Suspicious Content,2025-04-27
365,4.0,1460.0,0.0,146.0,1606.0,0.0,2.5,36.5,2.5,36.5,10,0.0,5,73.0,Other [Paytm],Dine In,Success,8,0.0,2,,,Unusual Access,2025-02-13
950,2.0,1900.0,0.0,190.0,2090.0,0.0,2.5,0.0,2.5,0.0,10,190.0,5,0.0,Other [Paytm],Dine In,Success,6,0.0,0,,,Missing Data,2025-04-25
765,1.0,765.0,0.0,38.2,803.2,0.0,2.5,19.1,2.5,19.1,10,0.0,5,0.0,Part Payment,Dine In,Success,7,-296.0,0,,,Missing Data,2025-04-02
365,2.0,730.0,0.0,36.6,766.6,0.0,2.5,18.3,2.5,18.3,10,0.0,5,0.0,Cash,Dine In,Success,8,-576.0,0,,,Unusual Access,2025-03-19
525,1.0,525.0,0.0,52.5,577.5,0.0,2.5,13.1,2.5,13.1,10,0.0,5,26.3,Cash,Dine In,Complimentary,45,0.0,2,,,Modification,2025-03-25
525,1.0,525.0,0.0,26.2,551.2,0.0,2.5,13.1,2.5,13.1,10,0.0,5,0.0,CARD,Dine In,Success,6,-302.0,0,,,Missing Data,2025-02-01
855,1.0,855.0,0.0,85.6,940.6,0.0,2.5,21.4,2.5,21.4,10,0.0,5,42.8,Cash,Dine In,Complimentary,5,0.0,2,,,Unusual Access,2025-04-21
450,2.0,900.0,0.0,45.0,945.0,0.0,2.5,22.5,2.5,22.5,10,0.0,5,0.0,Cash,Pick Up,Success,0,0.0,0,,,Suspicious Content,2025-01-02
1450,1.0,1450.0,0.0,145.1,1595.1,0.0,2.5,36.3,2.5,36.3,10,0.0,5,72.5,Cash,Dine In,Success,5,0.0,2,,,Unusual Access,2025-02-21
225,5.0,1125.0,0.0,112.5,1237.5,0.0,2.5,28.1,2.5,28.1,10,0.0,5,56.3,Other [Paytm],Dine In,Success,10,0.0,2,,,Suspicious Content,2025-02-15
195,4.0,780.0,0.0,78.0,858.0,0.0,2.5,19.5,2.5,19.5,10,0.0,5,39.0,Other [Paytm],Dine In,Success,30,0.0,2,,,Duplication,2025-03-13
695,3.0,2085.0,0.0,312.8,2397.8,0.0,2.5,0.0,2.5,0.0,10,208.5,5,104.3,Cash,Dine In,Success,0,0.0,2,,,Missing Data,2025-02-18
625,1.0,625.0,0.0,62.5,687.5,0.0,2.5,15.6,2.5,15.6,10,0.0,5,31.3,Part Payment,Dine In,Success,8,0.0,2,,,Unusual Access,2025-04-12
675,2.0,1350.0,0.0,135.1,1485.1,0.0,2.5,33.8,2.5,33.8,10,0.0,5,67.5,Cash,Dine In,Success,6,0.0,2,,,Suspicious Content,2025-01-01
795,1.0,795.0,0.0,39.8,834.8,0.0,2.5,19.9,2.5,19.9,10,0.0,5,0.0,Cash,Dine In,Success,4,-208.0,0,,,Modification,2025-02-03
645,1.0,645.0,0.0,96.8,741.8,0.0,2.5,0.0,2.5,0.0,10,64.5,5,32.3,Other [Paytm],Dine In,Success,20,0.0,2,,,Modification,2025-02-20
295,4.0,1180.0,0.0,118.0,1298.0,0.0,2.5,29.5,2.5,29.5,10,0.0,5,59.0,CARD,Dine In,Success,15,0.0,2,,,Modification,2025-03-27
450,3.0,1350.0,0.0,67.6,1417.6,0.0,2.5,33.8,2.5,33.8,10,0.0,5,0.0,Cash,Pick Up,Success,0,0.0,0,,,Unusual Access,2025-04-15
855,1.0,855.0,0.0,85.6,940.6,0.0,2.5,21.4,2.5,21.4,10,0.0,5,42.8,Other [AMEX],Dine In,Success,20,0.0,2,,,Unusual Access,2025-04-24
330,2.0,660.0,0.0,99.0,759.0,0.0,2.5,0.0,2.5,0.0,10,66.0,5,33.0,Other [Paytm],Dine In,Success,5,0.0,2,,,Duplication,2025-01-13
1450,4.0,5800.0,0.0,0.0,5800.0,5800.0,2.5,0.0,2.5,0.0,10,0.0,5,0.0,Cash,Dine In,Complimentary,30,0.0,2,,,Duplication,2025-01-04
525,1.0,525.0,0.0,52.5,577.5,0.0,2.5,13.1,2.5,13.1,10,0.0,5,26.3,Other [Paytm],Dine In,Success,1,0.0,2,,,Suspicious Content,2025-03-15
